Record_ID,Base_Ingredient_Name,Dish_Variant_Name,Category,Cooking_Method,Fat_Medium_Used,Moisture_g,Energy_kcal,Protein_g,Total_Fat_g,Carbohydrate_g,Dietary_Fiber_g,Sugars_g,Calcium_mg,Iron_mg,Zinc_mg,Potassium_mg,Sodium_mg,Vitamin_C_mg,Thiamin_B1_mg,Folate_mcg,Glycemic_Index_Est,NOVA_Group
IND-000093,Bajra (Pearl Millet),Bajra (Pearl Millet) (Shallow-Fried (Tadka) in Refined Oil) [Low-Oil (Light)],Cereals/Millets,Shallow-Fried (Tadka),Refined Oil,9.5,400.7,11.07,9.35,68.07,8.69,1.02,40.78,7.97,3.09,296.54,111.48,0.0,0.256,30.4,58,3
IND-000094,Bajra (Pearl Millet),Bajra (Pearl Millet) (Shallow-Fried (Tadka) in Refined Oil) [Rich/Festive],Cereals/Millets,Shallow-Fried (Tadka),Refined Oil,10.2,460.4,10.99,16.24,67.58,8.62,1.01,40.49,7.91,3.07,294.38,282.43,0.0,0.254,30.1,56,3
IND-000095,Bajra (Pearl Millet),Bajra (Pearl Millet) (Shallow-Fried (Tadka) in Refined Oil) [Restaurant-Style],Cereals/Millets,Shallow-Fried (Tadka),Refined Oil,10.0,447.4,11.02,14.71,67.74,8.65,1.02,40.59,7.93,3.07,295.1,244.44,0.0,0.255,30.2,56,3
IND-000096,Bajra (Pearl Millet),Bajra (Pearl Millet) (Shallow-Fried (Tadka) in Sunflower Oil) [Home-Style],Cereals/Millets,Shallow-Fried (Tadka),Sunflower Oil,8.9,434.4,11.15,12.85,68.55,8.75,1.03,41.07,8.03,3.11,298.61,197.02,0.0,0.258,30.6,57,3
IND-000097,Bajra (Pearl Millet),Bajra (Pearl Millet) (Shallow-Fried (Tadka) in Sunflower Oil) [Low-Oil (Light)],Cereals/Millets,Shallow-Fried (Tadka),Sunflower Oil,8.0,406.8,11.26,9.43,69.22,8.84,1.04,41.47,8.11,3.14,301.56,111.59,0.0,0.261,30.9,58,3
IND-000098,Bajra (Pearl Millet),Bajra (Pearl Millet) (Shallow-Fried (Tadka) in Sunflower Oil) [Rich/Festive],Cereals/Millets,Shallow-Fried (Tadka),Sunflower Oil,7.0,473.1,11.38,16.42,69.95,8.93,1.05,41.91,8.19,3.17,304.7,282.67,0.0,0.263,31.2,55,3
IND-000099,Bajra (Pearl Millet),Bajra (Pearl Millet) (Shallow-Fried (Tadka) in Sunflower Oil) [Restaurant-Style],Cereals/Millets,Shallow-Fried (Tadka),Sunflower Oil,6.7,460.6,11.42,14.9,70.21,8.96,1.05,42.06,8.22,3.19,305.85,244.7,0.0,0.264,31.3,56,3
IND-000100,Barley,Barley (Boiled),Cereals/Millets,Boiled,No Added Fat,69.4,114.0,3.56,0.63,23.51,5.46,0.28,9.01,1.12,0.65,74.28,1.87,0.0,0.052,4.8,67,1
IND-000101,Barley,Barley (Deep-Fried in Coconut Oil) [Home-Style],Cereals/Millets,Deep-Fried,Coconut Oil,9.8,477.3,10.89,17.23,69.68,15.87,0.81,31.55,3.55,2.07,266.0,145.92,0.0,0.131,12.9,51,3
IND-000102,Barley,Barley (Deep-Fried in Coconut Oil) [Low-Oil (Light)],Cereals/Millets,Deep-Fried,Coconut Oil,10.2,413.5,10.84,10.29,69.38,15.8,0.81,31.42,3.54,2.06,264.85,82.89,0.0,0.131,12.8,53,3
IND-000103,Barley,Barley (Deep-Fried in Coconut Oil) [Rich/Festive],Cereals/Millets,Deep-Fried,Coconut Oil,6.6,551.6,11.27,24.22,72.12,16.42,0.84,32.66,3.68,2.14,275.32,209.13,0.0,0.136,13.3,49,3
IND-000104,Barley,Barley (Deep-Fried in Coconut Oil) [Restaurant-Style],Cereals/Millets,Deep-Fried,Coconut Oil,7.8,519.3,11.12,21.12,71.18,16.21,0.83,32.23,3.63,2.12,271.75,181.05,0.0,0.134,13.1,50,3
IND-000105,Barley,Barley (Deep-Fried in Ghee) [Home-Style],Cereals/Millets,Deep-Fried,Ghee,7.2,486.9,11.2,17.28,71.65,16.32,0.84,32.45,3.65,2.13,273.55,146.09,0.0,0.135,13.2,51,3
IND-000106,Barley,Barley (Deep-Fried in Ghee) [Low-Oil (Light)],Cereals/Millets,Deep-Fried,Ghee,6.9,425.7,11.23,10.36,71.89,16.37,0.84,32.55,3.66,2.14,274.43,83.11,0.0,0.136,13.3,53,3
IND-000107,Barley,Barley (Deep-Fried in Ghee) [Rich/Festive],Cereals/Millets,Deep-Fried,Ghee,7.3,549.2,11.19,24.21,71.62,16.31,0.84,32.43,3.65,2.13,273.43,209.09,0.0,0.135,13.2,49,3
IND-000108,Barley,Barley (Deep-Fried in Ghee) [Restaurant-Style],Cereals/Millets,Deep-Fried,Ghee,7.8,519.4,11.13,21.12,71.21,16.22,0.83,32.24,3.63,2.12,271.84,181.05,0.0,0.134,13.1,50,3
IND-000109,Barley,Barley (Deep-Fried in Groundnut Oil) [Home-Style],Cereals/Millets,Deep-Fried,Groundnut Oil,6.7,488.8,11.26,17.29,72.04,16.41,0.84,32.62,3.67,2.14,275.02,146.12,0.0,0.136,13.3,51,3
IND-000110,Barley,Barley (Deep-Fried in Groundnut Oil) [Low-Oil (Light)],Cereals/Millets,Deep-Fried,Groundnut Oil,9.4,416.5,10.94,10.31,69.99,15.94,0.82,31.69,3.57,2.08,267.18,82.95,0.0,0.132,12.9,53,3
IND-000111,Barley,Barley (Deep-Fried in Groundnut Oil) [Rich/Festive],Cereals/Millets,Deep-Fried,Groundnut Oil,9.4,540.9,10.93,24.17,69.93,15.93,0.82,31.67,3.56,2.08,266.97,208.94,0.0,0.132,12.9,49,3
IND-000112,Barley,Barley (Deep-Fried in Groundnut Oil) [Restaurant-Style],Cereals/Millets,Deep-Fried,Groundnut Oil,10.2,510.5,10.84,21.07,69.37,15.8,0.81,31.41,3.54,2.06,264.82,180.89,0.0,0.131,12.8,50,3
IND-000113,Barley,Barley (Deep-Fried in Mustard Oil) [Home-Style],Cereals/Millets,Deep-Fried,Mustard Oil,8.7,481.4,11.02,17.25,70.5,16.06,0.82,31.93,3.59,2.1,269.16,145.99,0.0,0.133,13.0,51,3
IND-000114,Barley,Barley (Deep-Fried in Mustard Oil) [Low-Oil (Light)],Cereals/Millets,Deep-Fried,Mustard Oil,9.2,417.1,10.96,10.31,70.13,15.97,0.82,31.75,3.57,2.09,267.71,82.96,0.0,0.132,12.9,53,3
IND-000115,Barley,Barley (Deep-Fried in Mustard Oil) [Rich/Festive],Cereals/Millets,Deep-Fried,Mustard Oil,6.4,552.5,11.3,24.23,72.32,16.47,0.84,32.75,3.69,2.15,276.08,209.14,0.0,0.136,13.4,49,3
IND-000116,Barley,Barley (Deep-Fried in Mustard Oil) [Restaurant-Style],Cereals/Millets,Deep-Fried,Mustard Oil,8.7,516.2,11.02,21.1,70.54,16.06,0.82,31.94,3.6,2.1,269.3,180.99,0.0,0.133,13.0,50,3
IND-000117,Barley,Barley (Deep-Fried in Refined Oil) [Home-Style],Cereals/Millets,Deep-Fried,Refined Oil,6.4,489.9,11.29,17.3,72.26,16.46,0.84,32.72,3.68,2.15,275.88,146.14,0.0,0.136,13.3,51,3
IND-000118,Barley,Barley (Deep-Fried in Refined Oil) [Low-Oil (Light)],Cereals/Millets,Deep-Fried,Refined Oil,9.6,415.8,10.91,10.31,69.85,15.91,0.82,31.63,3.56,2.08,266.65,82.93,0.0,0.132,12.9,53,3
IND-000119,Barley,Barley (Deep-Fried in Refined Oil) [Rich/Festive],Cereals/Millets,Deep-Fried,Refined Oil,6.8,550.8,11.24,24.22,71.96,16.39,0.84,32.58,3.67,2.14,274.7,209.11,0.0,0.136,13.3,49,3
IND-000120,Barley,Barley (Deep-Fried in Refined Oil) [Restaurant-Style],Cereals/Millets,Deep-Fried,Refined Oil,7.2,521.7,11.2,21.13,71.68,16.32,0.84,32.46,3.65,2.13,273.64,181.09,0.0,0.135,13.2,50,3
IND-000121,Barley,Barley (Deep-Fried in Sunflower Oil) [Home-Style],Cereals/Millets,Deep-Fried,Sunflower Oil,7.7,485.2,11.14,17.27,71.29,16.23,0.83,32.28,3.63,2.12,272.16,146.06,0.0,0.134,13.2,51,3
IND-000122,Barley,Barley (Deep-Fried in Sunflower Oil) [Low-Oil (Light)],Cereals/Millets,Deep-Fried,Sunflower Oil,8.8,418.5,11.0,10.32,70.41,16.03,0.82,31.88,3.59,2.09,268.8,82.98,0.0,0.133,13.0,53,3
IND-000123,Barley,Barley (Deep-Fried in Sunflower Oil) [Rich/Festive],Cereals/Millets,Deep-Fried,Sunflower Oil,6.8,550.7,11.24,24.22,71.95,16.38,0.84,32.58,3.67,2.14,274.67,209.11,0.0,0.136,13.3,49,3
IND-000124,Barley,Barley (Deep-Fried in Sunflower Oil) [Restaurant-Style],Cereals/Millets,Deep-Fried,Sunflower Oil,8.4,517.1,11.05,21.11,70.74,16.11,0.83,32.03,3.61,2.1,270.04,181.01,0.0,0.133,13.1,50,3
IND-000125,Barley,Barley (Fermented),Cereals/Millets,Fermented,No Added Fat,52.0,172.2,5.86,0.97,35.0,8.44,2.67,17.49,1.93,1.12,148.13,8.21,0.0,0.113,13.9,50,1
IND-000126,Barley,Barley (Griddled (Tava) in Ghee) [Home-Style],Cereals/Millets,Griddled (Tava),Ghee,8.3,389.9,11.14,6.81,71.02,16.13,0.83,32.77,3.65,2.13,276.85,116.08,0.0,0.157,16.7,54,3
IND-000127,Barley,Barley (Griddled (Tava) in Ghee) [Low-Oil (Light)],Cereals/Millets,Griddled (Tava),Ghee,8.3,369.6,11.13,4.58,70.96,16.12,0.83,32.74,3.65,2.13,276.61,66.58,0.0,0.157,16.6,55,3
IND-000128,Barley,Barley (Griddled (Tava) in Ghee) [Rich/Festive],Cereals/Millets,Griddled (Tava),Ghee,9.5,405.4,10.99,9.01,70.08,15.92,0.82,32.33,3.6,2.1,273.17,165.5,0.0,0.155,16.4,53,3
IND-000129,Barley,Barley (Griddled (Tava) in Ghee) [Restaurant-Style],Cereals/Millets,Griddled (Tava),Ghee,7.4,404.1,11.24,8.07,71.65,16.28,0.83,33.06,3.68,2.15,279.3,143.64,0.0,0.159,16.8,54,3
IND-000130,Barley,Barley (Griddled (Tava) in Groundnut Oil) [Home-Style],Cereals/Millets,Griddled (Tava),Groundnut Oil,7.3,393.5,11.25,6.83,71.76,16.3,0.84,33.11,3.69,2.15,279.72,116.14,0.0,0.159,16.8,54,3
IND-000131,Barley,Barley (Griddled (Tava) in Groundnut Oil) [Low-Oil (Light)],Cereals/Millets,Griddled (Tava),Groundnut Oil,9.0,367.0,11.05,4.57,70.43,16.0,0.82,32.49,3.62,2.11,274.56,66.53,0.0,0.156,16.5,55,3
IND-000132,Barley,Barley (Griddled (Tava) in Groundnut Oil) [Rich/Festive],Cereals/Millets,Griddled (Tava),Groundnut Oil,9.0,407.4,11.05,9.03,70.49,16.01,0.82,32.52,3.62,2.11,274.77,165.54,0.0,0.156,16.5,53,3
IND-000133,Barley,Barley (Griddled (Tava) in Groundnut Oil) [Restaurant-Style],Cereals/Millets,Griddled (Tava),Groundnut Oil,9.8,395.2,10.95,8.02,69.82,15.86,0.81,32.21,3.59,2.09,272.18,143.48,0.0,0.155,16.4,54,3
IND-000134,Barley,Barley (Griddled (Tava) in Mustard Oil) [Home-Style],Cereals/Millets,Griddled (Tava),Mustard Oil,8.0,391.0,11.17,6.82,71.23,16.18,0.83,32.86,3.66,2.13,277.67,116.1,0.0,0.158,16.7,54,3
IND-000135,Barley,Barley (Griddled (Tava) in Mustard Oil) [Low-Oil (Light)],Cereals/Millets,Griddled (Tava),Mustard Oil,8.2,369.9,11.14,4.58,71.03,16.14,0.83,32.77,3.65,2.13,276.88,66.58,0.0,0.157,16.7,55,3
IND-000136,Barley,Barley (Griddled (Tava) in Mustard Oil) [Rich/Festive],Cereals/Millets,Griddled (Tava),Mustard Oil,9.0,407.4,11.05,9.02,70.48,16.01,0.82,32.52,3.62,2.11,274.74,165.54,0.0,0.156,16.5,53,3
IND-000137,Barley,Barley (Griddled (Tava) in Mustard Oil) [Restaurant-Style],Cereals/Millets,Griddled (Tava),Mustard Oil,9.5,396.5,10.99,8.02,70.08,15.92,0.82,32.33,3.6,2.1,273.17,143.5,0.0,0.155,16.4,54,3
IND-000138,Barley,Barley (Griddled (Tava)) [Home-Style],Cereals/Millets,Griddled (Tava),No Added Fat,10.2,338.0,10.9,1.82,69.5,15.79,0.81,32.06,3.57,2.08,270.91,115.95,0.0,0.154,16.3,55,3
IND-000139,Barley,Barley (Griddled (Tava)) [Low-Oil (Light)],Cereals/Millets,Griddled (Tava),No Added Fat,10.2,338.0,10.9,1.82,69.5,15.79,0.81,32.06,3.57,2.08,270.91,66.45,0.0,0.154,16.3,55,3
IND-000140,Barley,Barley (Griddled (Tava)) [Rich/Festive],Cereals/Millets,Griddled (Tava),No Added Fat,9.3,341.4,11.01,1.84,70.19,15.95,0.82,32.38,3.61,2.1,273.63,165.51,0.0,0.155,16.5,55,3
IND-000141,Barley,Barley (Griddled (Tava)) [Restaurant-Style],Cereals/Millets,Griddled (Tava),No Added Fat,8.8,343.3,11.07,1.85,70.58,16.03,0.82,32.56,3.63,2.12,275.13,143.54,0.0,0.156,16.5,55,3
IND-000142,Barley,Barley (Griddled (Tava) in Refined Oil) [Home-Style],Cereals/Millets,Griddled (Tava),Refined Oil,9.8,384.0,10.95,6.78,69.79,15.86,0.81,32.2,3.59,2.09,272.06,115.98,0.0,0.154,16.4,54,3
IND-000143,Barley,Barley (Griddled (Tava) in Refined Oil) [Low-Oil (Light)],Cereals/Millets,Griddled (Tava),Refined Oil,9.0,367.1,11.05,4.57,70.45,16.0,0.82,32.5,3.62,2.11,274.62,66.53,0.0,0.156,16.5,55,3
IND-000144,Barley,Barley (Griddled (Tava) in Refined Oil) [Rich/Festive],Cereals/Millets,Griddled (Tava),Refined Oil,7.5,413.0,11.23,9.06,71.63,16.27,0.83,33.05,3.68,2.15,279.24,165.63,0.0,0.159,16.8,53,3
IND-000145,Barley,Barley (Griddled (Tava) in Refined Oil) [Restaurant-Style],Cereals/Millets,Griddled (Tava),Refined Oil,9.0,398.1,11.04,8.03,70.42,16.0,0.82,32.49,3.62,2.11,274.5,143.53,0.0,0.156,16.5,54,3
IND-000146,Barley,Barley (Griddled (Tava) in Sunflower Oil) [Home-Style],Cereals/Millets,Griddled (Tava),Sunflower Oil,7.9,391.2,11.18,6.82,71.29,16.19,0.83,32.89,3.66,2.14,277.88,116.1,0.0,0.158,16.7,54,3
IND-000147,Barley,Barley (Griddled (Tava) in Sunflower Oil) [Low-Oil (Light)],Cereals/Millets,Griddled (Tava),Sunflower Oil,8.2,370.1,11.14,4.59,71.05,16.14,0.83,32.78,3.65,2.13,276.97,66.58,0.0,0.157,16.7,55,3
IND-000148,Barley,Barley (Griddled (Tava) in Sunflower Oil) [Rich/Festive],Cereals/Millets,Griddled (Tava),Sunflower Oil,9.6,404.8,10.97,9.01,69.95,15.89,0.81,32.27,3.59,2.1,272.69,165.49,0.0,0.155,16.4,53,3
IND-000149,Barley,Barley (Griddled (Tava) in Sunflower Oil) [Restaurant-Style],Cereals/Millets,Griddled (Tava),Sunflower Oil,10.0,394.3,10.92,8.01,69.64,15.82,0.81,32.13,3.58,2.09,271.45,143.46,0.0,0.154,16.3,54,3
IND-000150,Barley,Barley (Pressure-Cooked with Ghee) [Home-Style],Cereals/Millets,Pressure-Cooked,Ghee,64.1,158.8,4.28,3.48,27.59,6.31,0.32,12.02,1.38,0.81,100.86,57.31,0.0,0.055,5.8,65,3
IND-000151,Barley,Barley (Pressure-Cooked with Ghee) [Low-Oil (Light)],Cereals/Millets,Pressure-Cooked,Ghee,67.6,134.6,3.86,2.17,24.91,5.7,0.29,10.85,1.25,0.73,91.05,32.33,0.0,0.05,5.2,67,3
IND-000152,Barley,Barley (Pressure-Cooked with Ghee) [Rich/Festive],Cereals/Millets,Pressure-Cooked,Ghee,71.2,151.8,3.7,4.62,23.86,5.46,0.28,10.4,1.2,0.7,87.22,81.74,0.0,0.048,5.0,66,3
IND-000153,Barley,Barley (Pressure-Cooked with Ghee) [Restaurant-Style],Cereals/Millets,Pressure-Cooked,Ghee,61.2,175.7,4.62,4.22,29.8,6.82,0.35,12.98,1.49,0.87,108.92,71.24,0.0,0.06,6.2,65,3
IND-000154,Barley,Barley (Pressure-Cooked with Mustard Oil) [Home-Style],Cereals/Millets,Pressure-Cooked,Mustard Oil,71.2,140.7,3.7,3.38,23.86,5.46,0.28,10.4,1.2,0.7,87.22,57.0,0.0,0.048,5.0,66,3
IND-000155,Barley,Barley (Pressure-Cooked with Mustard Oil) [Low-Oil (Light)],Cereals/Millets,Pressure-Cooked,Mustard Oil,68.2,132.2,3.78,2.16,24.4,5.58,0.29,10.63,1.22,0.71,89.2,32.29,0.0,0.049,5.1,67,3
IND-000156,Barley,Barley (Pressure-Cooked with Mustard Oil) [Rich/Festive],Cereals/Millets,Pressure-Cooked,Mustard Oil,60.8,182.2,4.67,4.78,30.12,6.89,0.35,13.12,1.51,0.88,110.1,82.27,0.0,0.06,6.3,64,3
IND-000157,Barley,Barley (Pressure-Cooked with Mustard Oil) [Restaurant-Style],Cereals/Millets,Pressure-Cooked,Mustard Oil,63.6,166.8,4.34,4.18,27.97,6.4,0.33,12.18,1.4,0.82,102.24,71.09,0.0,0.056,5.9,65,3
IND-000158,Barley,Barley (Pressure-Cooked) [Home-Style],Cereals/Millets,Pressure-Cooked,No Added Fat,61.3,144.6,4.62,0.79,29.76,6.81,0.35,12.96,1.49,0.87,108.78,57.49,0.0,0.06,6.2,66,1
IND-000159,Barley,Barley (Pressure-Cooked) [Low-Oil (Light)],Cereals/Millets,Pressure-Cooked,No Added Fat,69.1,115.9,3.7,0.63,23.86,5.46,0.28,10.4,1.2,0.7,87.22,32.25,0.0,0.048,5.0,67,1
IND-000160,Barley,Barley (Pressure-Cooked) [Rich/Festive],Cereals/Millets,Pressure-Cooked,No Added Fat,66.5,125.1,3.99,0.68,25.75,5.89,0.3,11.22,1.29,0.75,94.12,81.9,0.0,0.052,5.4,67,1
IND-000161,Barley,Barley (Pressure-Cooked) [Restaurant-Style],Cereals/Millets,Pressure-Cooked,No Added Fat,71.6,115.9,3.7,0.63,23.86,5.46,0.28,10.4,1.2,0.7,87.22,70.74,0.0,0.048,5.0,67,1
IND-000162,Barley,Barley (Pressure-Cooked with Refined Oil) [Home-Style],Cereals/Millets,Pressure-Cooked,Refined Oil,68.5,142.4,3.75,3.39,24.21,5.54,0.28,10.55,1.21,0.71,88.5,57.02,0.0,0.049,5.1,66,3
IND-000163,Barley,Barley (Pressure-Cooked with Refined Oil) [Low-Oil (Light)],Cereals/Millets,Pressure-Cooked,Refined Oil,60.8,159.9,4.67,2.31,30.12,6.89,0.35,13.12,1.51,0.88,110.1,32.77,0.0,0.06,6.3,65,3
IND-000164,Barley,Barley (Pressure-Cooked with Refined Oil) [Rich/Festive],Cereals/Millets,Pressure-Cooked,Refined Oil,67.0,159.1,3.93,4.66,25.37,5.81,0.3,11.05,1.27,0.74,92.74,81.87,0.0,0.051,5.3,66,3
IND-000165,Barley,Barley (Pressure-Cooked with Refined Oil) [Restaurant-Style],Cereals/Millets,Pressure-Cooked,Refined Oil,64.2,164.8,4.27,4.17,27.55,6.31,0.32,12.0,1.38,0.81,100.72,71.05,0.0,0.055,5.8,65,3
IND-000166,Barley,Barley (Raw),Cereals/Millets,Raw,No Added Fat,11.3,335.8,10.9,1.8,69.0,15.6,0.8,33.0,3.6,2.1,280.0,6.0,0.0,0.19,23.0,52,1
IND-000167,Barley,Barley (Roasted with Ghee) [Home-Style],Cereals/Millets,Roasted,Ghee,7.4,364.0,11.28,3.53,71.78,16.29,0.84,33.42,3.7,2.16,282.7,16.17,0.0,0.163,17.3,52,3
IND-000168,Barley,Barley (Roasted with Ghee) [Low-Oil (Light)],Cereals/Millets,Roasted,Ghee,8.0,354.8,11.2,2.77,71.27,16.17,0.83,33.18,3.68,2.14,280.68,11.63,0.0,0.162,17.2,52,3
IND-000169,Barley,Barley (Roasted with Ghee) [Rich/Festive],Cereals/Millets,Roasted,Ghee,9.9,361.2,10.97,4.22,69.83,15.84,0.81,32.51,3.6,2.1,275.0,20.5,0.0,0.158,16.8,52,3
IND-000170,Barley,Barley (Roasted with Ghee) [Restaurant-Style],Cereals/Millets,Roasted,Ghee,8.0,365.3,11.2,3.93,71.29,16.18,0.83,33.19,3.68,2.14,280.74,18.63,0.0,0.162,17.2,52,3
IND-000171,Barley,Barley (Roasted) [Home-Style],Cereals/Millets,Roasted,No Added Fat,8.4,345.2,11.15,1.86,70.97,16.1,0.83,33.04,3.66,2.14,279.49,16.1,0.0,0.161,17.1,52,3
IND-000172,Barley,Barley (Roasted) [Low-Oil (Light)],Cereals/Millets,Roasted,No Added Fat,10.2,338.7,10.94,1.82,69.64,15.8,0.81,32.42,3.59,2.1,274.24,11.49,0.0,0.158,16.8,52,3
IND-000173,Barley,Barley (Roasted) [Rich/Festive],Cereals/Millets,Roasted,No Added Fat,7.7,348.0,11.24,1.87,71.55,16.23,0.83,33.31,3.69,2.15,281.78,20.65,0.0,0.162,17.2,52,3
IND-000174,Barley,Barley (Roasted) [Restaurant-Style],Cereals/Millets,Roasted,No Added Fat,7.4,349.2,11.28,1.88,71.79,16.29,0.84,33.42,3.7,2.16,282.73,18.67,0.0,0.163,17.3,52,3
IND-000175,Barley,Barley (Shallow-Fried (Tadka) in Coconut Oil) [Home-Style],Cereals/Millets,Shallow-Fried (Tadka),Coconut Oil,8.7,412.5,11.05,9.55,70.57,16.05,0.82,32.26,3.61,2.11,272.27,196.02,0.0,0.149,15.6,53,3
IND-000176,Barley,Barley (Shallow-Fried (Tadka) in Coconut Oil) [Low-Oil (Light)],Cereals/Millets,Shallow-Fried (Tadka),Coconut Oil,8.4,382.6,11.09,6.09,70.84,16.11,0.83,32.38,3.63,2.11,273.31,110.54,0.0,0.149,15.7,54,3
IND-000177,Barley,Barley (Shallow-Fried (Tadka) in Coconut Oil) [Rich/Festive],Cereals/Millets,Shallow-Fried (Tadka),Coconut Oil,7.9,446.8,11.15,13.03,71.22,16.2,0.83,32.55,3.64,2.13,274.74,281.57,0.0,0.15,15.8,52,3
IND-000178,Barley,Barley (Shallow-Fried (Tadka) in Coconut Oil) [Restaurant-Style],Cereals/Millets,Shallow-Fried (Tadka),Coconut Oil,9.1,428.3,11.0,11.47,70.26,15.98,0.82,32.12,3.6,2.1,271.07,243.49,0.0,0.148,15.6,53,3
IND-000179,Barley,Barley (Shallow-Fried (Tadka) in Ghee) [Home-Style],Cereals/Millets,Shallow-Fried (Tadka),Ghee,9.1,411.2,11.01,9.55,70.32,15.99,0.82,32.14,3.6,2.1,271.28,196.0,0.0,0.148,15.6,53,3
IND-000180,Barley,Barley (Shallow-Fried (Tadka) in Ghee) [Low-Oil (Light)],Cereals/Millets,Shallow-Fried (Tadka),Ghee,8.5,382.2,11.08,6.09,70.77,16.1,0.83,32.35,3.62,2.11,273.01,110.54,0.0,0.149,15.7,54,3
IND-000181,Barley,Barley (Shallow-Fried (Tadka) in Ghee) [Rich/Festive],Cereals/Millets,Shallow-Fried (Tadka),Ghee,10.2,437.9,10.86,12.99,69.4,15.78,0.81,31.72,3.55,2.07,267.73,281.42,0.0,0.146,15.4,52,3
IND-000182,Barley,Barley (Shallow-Fried (Tadka) in Ghee) [Restaurant-Style],Cereals/Millets,Shallow-Fried (Tadka),Ghee,10.0,425.0,10.89,11.45,69.58,15.83,0.81,31.81,3.56,2.08,268.45,243.44,0.0,0.147,15.4,53,3
IND-000183,Barley,Barley (Shallow-Fried (Tadka) in Groundnut Oil) [Home-Style],Cereals/Millets,Shallow-Fried (Tadka),Groundnut Oil,7.6,416.9,11.19,9.58,71.48,16.26,0.83,32.67,3.66,2.13,275.76,196.1,0.0,0.15,15.8,53,3
IND-000184,Barley,Barley (Shallow-Fried (Tadka) in Groundnut Oil) [Low-Oil (Light)],Cereals/Millets,Shallow-Fried (Tadka),Groundnut Oil,8.6,381.8,11.07,6.09,70.69,16.08,0.82,32.31,3.62,2.11,272.71,110.53,0.0,0.149,15.6,54,3
IND-000185,Barley,Barley (Shallow-Fried (Tadka) in Groundnut Oil) [Rich/Festive],Cereals/Millets,Shallow-Fried (Tadka),Groundnut Oil,9.5,440.7,10.95,13.0,69.98,15.92,0.82,31.99,3.58,2.09,269.97,281.47,0.0,0.147,15.5,52,3
IND-000186,Barley,Barley (Shallow-Fried (Tadka) in Groundnut Oil) [Restaurant-Style],Cereals/Millets,Shallow-Fried (Tadka),Groundnut Oil,8.3,431.3,11.1,11.49,70.88,16.12,0.83,32.4,3.63,2.12,273.46,243.55,0.0,0.149,15.7,53,3
IND-000187,Barley,Barley (Shallow-Fried (Tadka) in Mustard Oil) [Home-Style],Cereals/Millets,Shallow-Fried (Tadka),Mustard Oil,7.1,418.5,11.24,9.59,71.83,16.34,0.84,32.83,3.68,2.14,277.1,196.13,0.0,0.151,15.9,53,3
IND-000188,Barley,Barley (Shallow-Fried (Tadka) in Mustard Oil) [Low-Oil (Light)],Cereals/Millets,Shallow-Fried (Tadka),Mustard Oil,8.4,382.6,11.09,6.09,70.85,16.12,0.83,32.39,3.63,2.12,273.34,110.54,0.0,0.149,15.7,54,3
IND-000189,Barley,Barley (Shallow-Fried (Tadka) in Mustard Oil) [Rich/Festive],Cereals/Millets,Shallow-Fried (Tadka),Mustard Oil,9.8,439.5,10.91,12.99,69.72,15.86,0.81,31.87,3.57,2.08,268.99,281.45,0.0,0.147,15.4,52,3
IND-000190,Barley,Barley (Shallow-Fried (Tadka) in Mustard Oil) [Restaurant-Style],Cereals/Millets,Shallow-Fried (Tadka),Mustard Oil,9.8,425.8,10.92,11.46,69.75,15.86,0.81,31.88,3.57,2.08,269.07,243.45,0.0,0.147,15.4,53,3
IND-000191,Barley,Barley (Shallow-Fried (Tadka) in Refined Oil) [Home-Style],Cereals/Millets,Shallow-Fried (Tadka),Refined Oil,7.5,417.0,11.19,9.58,71.51,16.26,0.83,32.69,3.66,2.13,275.88,196.1,0.0,0.151,15.8,53,3
IND-000192,Barley,Barley (Shallow-Fried (Tadka) in Refined Oil) [Low-Oil (Light)],Cereals/Millets,Shallow-Fried (Tadka),Refined Oil,6.9,388.3,11.27,6.13,72.02,16.38,0.84,32.92,3.69,2.15,277.84,110.64,0.0,0.152,15.9,54,3
IND-000193,Barley,Barley (Shallow-Fried (Tadka) in Refined Oil) [Rich/Festive],Cereals/Millets,Shallow-Fried (Tadka),Refined Oil,7.2,449.5,11.24,13.05,71.77,16.32,0.84,32.81,3.67,2.14,276.89,281.62,0.0,0.151,15.9,52,3
IND-000194,Barley,Barley (Shallow-Fried (Tadka) in Refined Oil) [Restaurant-Style],Cereals/Millets,Shallow-Fried (Tadka),Refined Oil,10.1,424.5,10.88,11.45,69.48,15.8,0.81,31.76,3.56,2.07,268.06,243.43,0.0,0.146,15.4,53,3
IND-000195,Barley,Barley (Shallow-Fried (Tadka) in Sunflower Oil) [Home-Style],Cereals/Millets,Shallow-Fried (Tadka),Sunflower Oil,10.0,407.5,10.89,9.53,69.56,15.82,0.81,31.8,3.56,2.08,268.36,195.93,0.0,0.146,15.4,53,3
IND-000196,Barley,Barley (Shallow-Fried (Tadka) in Sunflower Oil) [Low-Oil (Light)],Cereals/Millets,Shallow-Fried (Tadka),Sunflower Oil,8.0,384.1,11.14,6.1,71.16,16.19,0.83,32.53,3.64,2.12,274.53,110.57,0.0,0.15,15.7,54,3
